Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","81","Ghana","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","28797","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","236","Soybeans","2019","2019","hg/ha","16807","Fc","Calculated data"
"QCL","Crops and livestock products","84","Greece","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","49846","Fc","Calculated data"
"QCL","Crops and livestock products","84","Greece","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","73989","Fc","Calculated data"
"QCL","Crops and livestock products","84","Greece","5419","Yield","236","Soybeans","2019","2019","hg/ha","36117","Fc","Calculated data"
"QCL","Crops and livestock products","84","Greece","5419","Yield","15","Wheat","1970","1970","hg/ha","19806","Fc","Calculated data"
"QCL","Crops and livestock products","84","Greece","5419","Yield","15","Wheat","2019","2019","hg/ha","27939","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","20095","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","29745","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","236","Soybeans","2019","2019","hg/ha","26000","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","15","Wheat","1970","1970","hg/ha","11003","Fc","Calculated data"
"QCL","Crops and livestock products","89","Guatemala","5419","Yield","15","Wheat","2019","2019","hg/ha","21429","Fc","Calculated data"
"QCL","Crops and livestock products","90","Guinea","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","17042","Fc","Calculated data"
"QCL","Crops and livestock products","90","Guinea","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","13508","Fc","Calculated data"
"QCL","Crops and livestock products","175","Guinea-Bissau","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","11667","Fc","Calculated data"
"QCL","Crops and livestock products","175","Guinea-Bissau","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","15583","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","18922","Fc","Calculated data"
"QCL","Crops and livestock products","91","Guyana","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","50865","Fc","Calculated data"
"QCL","Crops and livestock products","93","Haiti","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","21053","Fc","Calculated data"
"QCL","Crops and livestock products","93","Haiti","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","27228","Fc","Calculated data"
"QCL","Crops and livestock products","95","Honduras","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","13030","Fc","Calculated data"
"QCL","Crops and livestock products","95","Honduras","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","37581","Fc","Calculated data"
"QCL","Crops and livestock products","95","Honduras","5419","Yield","236","Soybeans","2019","2019","hg/ha","20294","Fc","Calculated data"
"QCL","Crops and livestock products","95","Honduras","5419","Yield","15","Wheat","1970","1970","hg/ha","8295","Fc","Calculated data"
"QCL","Crops and livestock products","95","Honduras","5419","Yield","15","Wheat","2019","2019","hg/ha","5457","Fc","Calculated data"
"QCL","Crops and livestock products","97","Hungary","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","19076","Fc","Calculated data"
"QCL","Crops and livestock products","97","Hungary","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","41623","Fc","Calculated data"
"QCL","Crops and livestock products","97","Hungary","5419","Yield","236","Soybeans","2019","2019","hg/ha","29121","Fc","Calculated data"
"QCL","Crops and livestock products","97","Hungary","5419","Yield","15","Wheat","1970","1970","hg/ha","21370","Fc","Calculated data"
"QCL","Crops and livestock products","97","Hungary","5419","Yield","15","Wheat","2019","2019","hg/ha","52949","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","16849","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","40577","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","236","Soybeans","1970","1970","hg/ha","4375","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","236","Soybeans","2019","2019","hg/ha","11919","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","1970","1970","hg/ha","12086","Fc","Calculated data"
"QCL","Crops and livestock products","100","India","5419","Yield","15","Wheat","2019","2019","hg/ha","35334","Fc","Calculated data"
"QCL","Crops and livestock products","101","Indonesia","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","23763","Fc","Calculated data"
"QCL","Crops and livestock products","101","Indonesia","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","51137","Fc","Calculated data"
"QCL","Crops and livestock products","101","Indonesia","5419","Yield","236","Soybeans","1970","1970","hg/ha","7164","Fc","Calculated data"
"QCL","Crops and livestock products","101","Indonesia","5419","Yield","236","Soybeans","2019","2019","hg/ha","15161","Fc","Calculated data"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","27937","Fc","Calculated data"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","45582","Fc","Calculated data"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5419","Yield","236","Soybeans","1970","1970","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5419","Yield","236","Soybeans","2019","2019","hg/ha","23881","Fc","Calculated data"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5419","Yield","15","Wheat","1970","1970","hg/ha","8001","Fc","Calculated data"
"QCL","Crops and livestock products","102","Iran (Islamic Republic of)","5419","Yield","15","Wheat","2019","2019","hg/ha","20906","Fc","Calculated data"
"QCL","Crops and livestock products","103","Iraq","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","24027","Fc","Calculated data"
"QCL","Crops and livestock products","103","Iraq","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","45014","Fc","Calculated data"
"QCL","Crops and livestock products","103","Iraq","5419","Yield","236","Soybeans","2019","2019","hg/ha","8000","Fc","Calculated data"
"QCL","Crops and livestock products","103","Iraq","5419","Yield","15","Wheat","1970","1970","hg/ha","8829","Fc","Calculated data"
"QCL","Crops and livestock products","103","Iraq","5419","Yield","15","Wheat","2019","2019","hg/ha","28144","Fc","Calculated data"
"QCL","Crops and livestock products","104","Ireland","5419","Yield","15","Wheat","1970","1970","hg/ha","40234","Fc","Calculated data"
"QCL","Crops and livestock products","104","Ireland","5419","Yield","15","Wheat","2019","2019","hg/ha","93787","Fc","Calculated data"
"QCL","Crops and livestock products","105","Israel","5419","Yield","15","Wheat","1970","1970","hg/ha","11637","Fc","Calculated data"
"QCL","Crops and livestock products","105","Israel","5419","Yield","15","Wheat","2019","2019","hg/ha","20521","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","47327","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","67837","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","236","Soybeans","1970","1970","hg/ha","20482","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","236","Soybeans","2019","2019","hg/ha","38153","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","15","Wheat","1970","1970","hg/ha","23412","Fc","Calculated data"
"QCL","Crops and livestock products","106","Italy","5419","Yield","15","Wheat","2019","2019","hg/ha","38409","Fc","Calculated data"
"QCL","Crops and livestock products","109","Jamaica","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","15062","Fc","Calculated data"
"QCL","Crops and livestock products","109","Jamaica","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","110","Japan","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","56348","Fc","Calculated data"
"QCL","Crops and livestock products","110","Japan","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","68268","Fc","Calculated data"
"QCL","Crops and livestock products","110","Japan","5419","Yield","236","Soybeans","1970","1970","hg/ha","13190","Fc","Calculated data"
"QCL","Crops and livestock products","110","Japan","5419","Yield","236","Soybeans","2019","2019","hg/ha","15178","Fc","Calculated data"
"QCL","Crops and livestock products","110","Japan","5419","Yield","15","Wheat","1970","1970","hg/ha","20663","Fc","Calculated data"
"QCL","Crops and livestock products","110","Japan","5419","Yield","15","Wheat","2019","2019","hg/ha","49008","Fc","Calculated data"
"QCL","Crops and livestock products","112","Jordan","5419","Yield","15","Wheat","1970","1970","hg/ha","2430","Fc","Calculated data"
"QCL","Crops and livestock products","112","Jordan","5419","Yield","15","Wheat","2019","2019","hg/ha","23925","Fc","Calculated data"
"QCL","Crops and livestock products","108","Kazakhstan","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","54984","Fc","Calculated data"
"QCL","Crops and livestock products","108","Kazakhstan","5419","Yield","236","Soybeans","2019","2019","hg/ha","20324","Fc","Calculated data"
"QCL","Crops and livestock products","108","Kazakhstan","5419","Yield","15","Wheat","2019","2019","hg/ha","9897","Fc","Calculated data"
"QCL","Crops and livestock products","114","Kenya","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","48768","Fc","Calculated data"
"QCL","Crops and livestock products","114","Kenya","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","68363","Fc","Calculated data"
"QCL","Crops and livestock products","114","Kenya","5419","Yield","236","Soybeans","2019","2019","hg/ha","9992","Fc","Calculated data"
"QCL","Crops and livestock products","114","Kenya","5419","Yield","15","Wheat","1970","1970","hg/ha","16132","Fc","Calculated data"
"QCL","Crops and livestock products","114","Kenya","5419","Yield","15","Wheat","2019","2019","hg/ha","27169","Fc","Calculated data"
"QCL","Crops and livestock products","118","Kuwait","5419","Yield","15","Wheat","2019","2019","hg/ha","32000","Fc","Calculated data"
"QCL","Crops and livestock products","113","Kyrgyzstan","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","36464","Fc","Calculated data"
"QCL","Crops and livestock products","113","Kyrgyzstan","5419","Yield","236","Soybeans","2019","2019","hg/ha","19378","Fc","Calculated data"
"QCL","Crops and livestock products","113","Kyrgyzstan","5419","Yield","15","Wheat","2019","2019","hg/ha","25093","Fc","Calculated data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","13589","Fc","Calculated data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","43865","Fc","Calculated data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5419","Yield","236","Soybeans","1970","1970","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","120","Lao People's Democratic Republic","5419","Yield","236","Soybeans","2019","2019","hg/ha","17393","Fc","Calculated data"
"QCL","Crops and livestock products","119","Latvia","5419","Yield","15","Wheat","2019","2019","hg/ha","48123","Fc","Calculated data"
"QCL","Crops and livestock products","121","Lebanon","5419","Yield","15","Wheat","1970","1970","hg/ha","9042","Fc","Calculated data"
"QCL","Crops and livestock products","121","Lebanon","5419","Yield","15","Wheat","2019","2019","hg/ha","31707","Fc","Calculated data"
"QCL","Crops and livestock products","122","Lesotho","5419","Yield","15","Wheat","1970","1970","hg/ha","6561","Fc","Calculated data"
"QCL","Crops and livestock products","122","Lesotho","5419","Yield","15","Wheat","2019","2019","hg/ha","8913","Fc","Calculated data"
"QCL","Crops and livestock products","123","Liberia","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","12338","Fc","Calculated data"
"QCL","Crops and livestock products","123","Liberia","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","7083","Fc","Calculated data"
"QCL","Crops and livestock products","123","Liberia","5419","Yield","236","Soybeans","1970","1970","hg/ha","3429","Fc","Calculated data"
"QCL","Crops and livestock products","123","Liberia","5419","Yield","236","Soybeans","2019","2019","hg/ha","4310","Fc","Calculated data"
"QCL","Crops and livestock products","124","Libya","5419","Yield","15","Wheat","1970","1970","hg/ha","1735","Fc","Calculated data"
"QCL","Crops and livestock products","124","Libya","5419","Yield","15","Wheat","2019","2019","hg/ha","7737","Fc","Calculated data"
"QCL","Crops and livestock products","126","Lithuania","5419","Yield","236","Soybeans","2019","2019","hg/ha","12692","Fc","Calculated data"
"QCL","Crops and livestock products","126","Lithuania","5419","Yield","15","Wheat","2019","2019","hg/ha","42912","Fc","Calculated data"
"QCL","Crops and livestock products","256","Luxembourg","5419","Yield","15","Wheat","2019","2019","hg/ha","61572","Fc","Calculated data"
"QCL","Crops and livestock products","129","Madagascar","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","19517","Fc","Calculated data"
"QCL","Crops and livestock products","129","Madagascar","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","51872","Fc","Calculated data"
"QCL","Crops and livestock products","129","Madagascar","5419","Yield","236","Soybeans","2019","2019","hg/ha","6000","Fc","Calculated data"
"QCL","Crops and livestock products","129","Madagascar","5419","Yield","15","Wheat","2019","2019","hg/ha","24004","Fc","Calculated data"
"QCL","Crops and livestock products","130","Malawi","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","11108","Fc","Calculated data"
"QCL","Crops and livestock products","130","Malawi","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","17766","Fc","Calculated data"
"QCL","Crops and livestock products","130","Malawi","5419","Yield","236","Soybeans","2019","2019","hg/ha","9444","Fc","Calculated data"
"QCL","Crops and livestock products","130","Malawi","5419","Yield","15","Wheat","1970","1970","hg/ha","25914","Fc","Calculated data"
"QCL","Crops and livestock products","130","Malawi","5419","Yield","15","Wheat","2019","2019","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","131","Malaysia","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","23858","Fc","Calculated data"
"QCL","Crops and livestock products","131","Malaysia","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","42550","Fc","Calculated data"
"QCL","Crops and livestock products","131","Malaysia","5419","Yield","236","Soybeans","1970","1970","hg/ha","5183","Fc","Calculated data"
"QCL","Crops and livestock products","133","Mali","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","9849","Fc","Calculated data"
"QCL","Crops and livestock products","133","Mali","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","34568","Fc","Calculated data"
"QCL","Crops and livestock products","133","Mali","5419","Yield","236","Soybeans","2019","2019","hg/ha","6154","Fc","Calculated data"
"QCL","Crops and livestock products","133","Mali","5419","Yield","15","Wheat","1970","1970","hg/ha","13333","Fc","Calculated data"
"QCL","Crops and livestock products","133","Mali","5419","Yield","15","Wheat","2019","2019","hg/ha","19301","Fc","Calculated data"
"QCL","Crops and livestock products","134","Malta","5419","Yield","15","Wheat","1970","1970","hg/ha","14859","Fc","Calculated data"
"QCL","Crops and livestock products","136","Mauritania","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","12477","Fc","Calculated data"
"QCL","Crops and livestock products","136","Mauritania","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","52492","Fc","Calculated data"
"QCL","Crops and livestock products","136","Mauritania","5419","Yield","15","Wheat","1970","1970","hg/ha","6316","Fc","Calculated data"
"QCL","Crops and livestock products","136","Mauritania","5419","Yield","15","Wheat","2019","2019","hg/ha","21210","Fc","Calculated data"
"QCL","Crops and livestock products","137","Mauritius","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","34449","Fc","Calculated data"
"QCL","Crops and livestock products","137","Mauritius","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","35000","Fc","Calculated data"
"QCL","Crops and livestock products","138","Mexico","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","27031","Fc","Calculated data"
"QCL","Crops and livestock products","138","Mexico","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","63663","Fc","Calculated data"
"QCL","Crops and livestock products","138","Mexico","5419","Yield","236","Soybeans","1970","1970","hg/ha","19203","Fc","Calculated data"
"QCL","Crops and livestock products","138","Mexico","5419","Yield","236","Soybeans","2019","2019","hg/ha","15938","Fc","Calculated data"
"QCL","Crops and livestock products","138","Mexico","5419","Yield","15","Wheat","1970","1970","hg/ha","30202","Fc","Calculated data"
"QCL","Crops and livestock products","138","Mexico","5419","Yield","15","Wheat","2019","2019","hg/ha","55308","Fc","Calculated data"
"QCL","Crops and livestock products","145","Micronesia (Federated States of)","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","20101","Fc","Calculated data"
"QCL","Crops and livestock products","141","Mongolia","5419","Yield","15","Wheat","1970","1970","hg/ha","7190","Fc","Calculated data"
"QCL","Crops and livestock products","141","Mongolia","5419","Yield","15","Wheat","2019","2019","hg/ha","12815","Fc","Calculated data"
"QCL","Crops and livestock products","273","Montenegro","5419","Yield","15","Wheat","2019","2019","hg/ha","28182","Fc","Calculated data"
"QCL","Crops and livestock products","143","Morocco","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","50000","Fc","Calculated data"
"QCL","Crops and livestock products","143","Morocco","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","81021","Fc","Calculated data"
"QCL","Crops and livestock products","143","Morocco","5419","Yield","236","Soybeans","2019","2019","hg/ha","9929","Fc","Calculated data"
"QCL","Crops and livestock products","143","Morocco","5419","Yield","15","Wheat","1970","1970","hg/ha","9516","Fc","Calculated data"
"QCL","Crops and livestock products","143","Morocco","5419","Yield","15","Wheat","2019","2019","hg/ha","16063","Fc","Calculated data"
"QCL","Crops and livestock products","144","Mozambique","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","12843","Fc","Calculated data"
"QCL","Crops and livestock products","144","Mozambique","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","4705","Fc","Calculated data"
"QCL","Crops and livestock products","144","Mozambique","5419","Yield","15","Wheat","1970","1970","hg/ha","9202","Fc","Calculated data"
"QCL","Crops and livestock products","144","Mozambique","5419","Yield","15","Wheat","2019","2019","hg/ha","11524","Fc","Calculated data"
"QCL","Crops and livestock products","28","Myanmar","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","16973","Fc","Calculated data"
"QCL","Crops and livestock products","28","Myanmar","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","37957","Fc","Calculated data"
"QCL","Crops and livestock products","28","Myanmar","5419","Yield","236","Soybeans","1970","1970","hg/ha","6974","Fc","Calculated data"
"QCL","Crops and livestock products","28","Myanmar","5419","Yield","236","Soybeans","2019","2019","hg/ha","10325","Fc","Calculated data"
"QCL","Crops and livestock products","28","Myanmar","5419","Yield","15","Wheat","1970","1970","hg/ha","5550","Fc","Calculated data"
"QCL","Crops and livestock products","28","Myanmar","5419","Yield","15","Wheat","2019","2019","hg/ha","18799","Fc","Calculated data"
"QCL","Crops and livestock products","147","Namibia","5419","Yield","15","Wheat","1970","1970","hg/ha","17500","Fc","Calculated data"
"QCL","Crops and livestock products","147","Namibia","5419","Yield","15","Wheat","2019","2019","hg/ha","30500","Fc","Calculated data"
"QCL","Crops and livestock products","149","Nepal","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","19486","Fc","Calculated data"
"QCL","Crops and livestock products","149","Nepal","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","37607","Fc","Calculated data"
"QCL","Crops and livestock products","149","Nepal","5419","Yield","236","Soybeans","1970","1970","hg/ha","5000","Fc","Calculated data"
"QCL","Crops and livestock products","149","Nepal","5419","Yield","236","Soybeans","2019","2019","hg/ha","12537","Fc","Calculated data"
"QCL","Crops and livestock products","149","Nepal","5419","Yield","15","Wheat","1970","1970","hg/ha","11733","Fc","Calculated data"
"QCL","Crops and livestock products","149","Nepal","5419","Yield","15","Wheat","2019","2019","hg/ha","28490","Fc","Calculated data"
"QCL","Crops and livestock products","150","Netherlands","5419","Yield","15","Wheat","1970","1970","hg/ha","45457","Fc","Calculated data"
"QCL","Crops and livestock products","150","Netherlands","5419","Yield","15","Wheat","2019","2019","hg/ha","93781","Fc","Calculated data"
"QCL","Crops and livestock products","153","New Caledonia","5419","Yield","15","Wheat","1970","1970","hg/ha","28571","Fc","Calculated data"
"QCL","Crops and livestock products","153","New Caledonia","5419","Yield","15","Wheat","2019","2019","hg/ha","7124","Fc","Calculated data"
"QCL","Crops and livestock products","156","New Zealand","5419","Yield","15","Wheat","1970","1970","hg/ha","26482","Fc","Calculated data"
"QCL","Crops and livestock products","156","New Zealand","5419","Yield","15","Wheat","2019","2019","hg/ha","88465","Fc","Calculated data"
"QCL","Crops and livestock products","157","Nicaragua","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","31972","Fc","Calculated data"
"QCL","Crops and livestock products","157","Nicaragua","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","63353","Fc","Calculated data"
"QCL","Crops and livestock products","157","Nicaragua","5419","Yield","236","Soybeans","2019","2019","hg/ha","25000","Fc","Calculated data"
"QCL","Crops and livestock products","158","Niger","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","22622","Fc","Calculated data"
"QCL","Crops and livestock products","158","Niger","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","45536","Fc","Calculated data"
"QCL","Crops and livestock products","158","Niger","5419","Yield","15","Wheat","1970","1970","hg/ha","9070","Fc","Calculated data"
"QCL","Crops and livestock products","158","Niger","5419","Yield","15","Wheat","2019","2019","hg/ha","28374","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","13451","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","15971","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","236","Soybeans","1970","1970","hg/ha","3135","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","236","Soybeans","2019","2019","hg/ha","9599","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","15","Wheat","1970","1970","hg/ha","17273","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","15","Wheat","2019","2019","hg/ha","10699","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","61126","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5419","Yield","236","Soybeans","2019","2019","hg/ha","17172","Fc","Calculated data"
"QCL","Crops and livestock products","154","North Macedonia","5419","Yield","15","Wheat","2019","2019","hg/ha","34848","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","15","Wheat","1970","1970","hg/ha","30070","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","15","Wheat","2019","2019","hg/ha","57387","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5419","Yield","15","Wheat","1970","1970","hg/ha","16667","Fc","Calculated data"
"QCL","Crops and livestock products","221","Oman","5419","Yield","15","Wheat","2019","2019","hg/ha","38498","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","21939","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","36637","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","236","Soybeans","1970","1970","hg/ha","4500","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","236","Soybeans","2019","2019","hg/ha","8824","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","1970","1970","hg/ha","11710","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","15","Wheat","2019","2019","hg/ha","28059","Fc","Calculated data"
"QCL","Crops and livestock products","299","Palestine","5419","Yield","15","Wheat","2019","2019","hg/ha","22460","Fc","Calculated data"
"QCL","Crops and livestock products","166","Panama","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","14086","Fc","Calculated data"
"QCL","Crops and livestock products","166","Panama","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","34056","Fc","Calculated data"
"QCL","Crops and livestock products","166","Panama","5419","Yield","236","Soybeans","2019","2019","hg/ha","2575","Fc","Calculated data"
"QCL","Crops and livestock products","168","Papua New Guinea","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","28879","Fc","Calculated data"
"QCL","Crops and livestock products","168","Papua New Guinea","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","21010","Fc","Calculated data"
"QCL","Crops and livestock products","169","Paraguay","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","19661","Fc","Calculated data"
"QCL","Crops and livestock products","169","Paraguay","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","66000","Fc","Calculated data"
"QCL","Crops and livestock products","169","Paraguay","5419","Yield","236","Soybeans","1970","1970","hg/ha","14591","Fc","Calculated data"
"QCL","Crops and livestock products","169","Paraguay","5419","Yield","236","Soybeans","2019","2019","hg/ha","23900","Fc","Calculated data"
"QCL","Crops and livestock products","169","Paraguay","5419","Yield","15","Wheat","1970","1970","hg/ha","7333","Fc","Calculated data"
"QCL","Crops and livestock products","169","Paraguay","5419","Yield","15","Wheat","2019","2019","hg/ha","28000","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","41791","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","76918","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","236","Soybeans","1970","1970","hg/ha","10784","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","236","Soybeans","2019","2019","hg/ha","18647","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","15","Wheat","1970","1970","hg/ha","9203","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","15","Wheat","2019","2019","hg/ha","15540","Fc","Calculated data"
"QCL","Crops and livestock products","171","Philippines","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","17460","Fc","Calculated data"
"QCL","Crops and livestock products","171","Philippines","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","40449","Fc","Calculated data"
"QCL","Crops and livestock products","171","Philippines","5419","Yield","236","Soybeans","1970","1970","hg/ha","8185","Fc","Calculated data"
"QCL","Crops and livestock products","171","Philippines","5419","Yield","236","Soybeans","2019","2019","hg/ha","14295","Fc","Calculated data"
"QCL","Crops and livestock products","173","Poland","5419","Yield","236","Soybeans","2019","2019","hg/ha","19621","Fc","Calculated data"
"QCL","Crops and livestock products","173","Poland","5419","Yield","15","Wheat","1970","1970","hg/ha","23211","Fc","Calculated data"
"QCL","Crops and livestock products","173","Poland","5419","Yield","15","Wheat","2019","2019","hg/ha","43035","Fc","Calculated data"
"QCL","Crops and livestock products","174","Portugal","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","46662","Fc","Calculated data"
"QCL","Crops and livestock products","174","Portugal","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","53596","Fc","Calculated data"
"QCL","Crops and livestock products","174","Portugal","5419","Yield","15","Wheat","1970","1970","hg/ha","9375","Fc","Calculated data"
"QCL","Crops and livestock products","174","Portugal","5419","Yield","15","Wheat","2019","2019","hg/ha","23298","Fc","Calculated data"
"QCL","Crops and livestock products","177","Puerto Rico","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","65714","Fc","Calculated data"
